job_title,Company,Area,employer_email,employer_contact_number,Salary,job_highlights,job_description,career_level,Qualification,years_of_experience,job_type,company_website,job_link,job_functions,Industry,search_term,date_posted,date_scraped,jobtick_avgsalary,jobtick_SQL,jobtick_Excel,jobtick_dashboard,jobtick_Python,jobtick_engineerjobs,jobtick_analystjobs,jobtick_scientistjobs
Solution Analyst – Data Integration and Data Governance,Cathay Pacific Airways Limited,Not Specified,,,Not Specified,"['Minimum 6 years of related IT experience', 'Software development lifecycle', 'Travel Benefits, 5-day work, Medical Benefits']","['Reports to:\xa0', 'Solution Lead / Senior Solution Lead', 'Department:', '\xa0Information Technology (IMT)', 'Role Introduction:', 'Solution Analyst is responsible for building reliable, secure and highly-scalable IT systems for complex business proble...",Entry,Not Specified,1,"Full Time, Permanent",http://www.cathaypacific.com/careers,/hk/en/job/solution-analyst-data-integration-and-data-governance-100003008832226,"Information Technology (IT), Application Specialist - Software, DBA, Others",Freight Forwarding/Delivery/Shipping,Data Scientist,10/21/2021,22-10-2021,,1,1,,,,1,
Data Analyst (Ref: DA-GIT),Dah Chong Hong Holdings Limited,Not Specified,,,Not Specified,"['Bachelor’s Degree in Computer Science', 'At least 3 years of IT working experience', 'Microsoft Azure Architect Technologies & Design']","['Responsibilities:', '\xa0', 'Responsible for maintenance, support and implementation of business intelligence and data warehouse platform', 'Analyze users ', 'requirements', ' and turn data into insights, prediction, actionable items', 'Prepare system ...",Entry,Degree,3,"Full Time, Permanent",http://www.dch.com.hk,/hk/en/job/data-analyst-ref%3A-da-git-100003008826787,"Professional Services, Business Analysis / Data Analysis, Information Technology (IT), Application Specialist - Software, Data Scientist",Mixed Industry Group,Data Scientist,10/19/2021,22-10-2021,,1,,1,,,1,
"Senior Manager, Data",Hypebeast Hong Kong Limited,Not Specified,,,Not Specified,"['Digital businesses rely on data to strategise', 'Diverse exposure in working with different BU', 'International exposure with oversea team members']","['Hypebeast Ltd. started from a sneaker website founded by Kevin Ma in 2005 to a publicly listed media company in 2016. With a total reach of over 40.5M users across all platforms, The media group boasts a global readership across Asia Pacific, North Ame...",Senior,Not Specified,1,Full Time,Not Specified,/hk/en/job/senior-manager-data-100003008832969,"Professional Services, Business Analysis / Data Analysis, E-commerce, Product Management / Business Analyst, Information Technology (IT), Data Scientist",Media/Publishing/Printing,Data Scientist,10/21/2021,22-10-2021,,1,,1,1,,,
Senior Data Center Facility Operator,HKBN Enterprise Solutions HK Limited,Not Specified,,,Not Specified,"['Manage daily operation in Data Center', 'Provide facilities management in Data Center', 'Talent-first Culture']","['You will create impact via…', 'Manage all service modules and integration of multi-disciplinary activities within the Data Centre IT environment as well as assess their impacts upon the business, people and the workplace.', 'Ensure effective faciliti...",Entry,Degree,3,"Full Time, Permanent",Not Specified,/hk/en/job/senior-data-center-facility-operator-100003008833863,"Information Technology (IT), Hardware, IT Management, Network & System",Telecommunication,Data Scientist,10/21/2021,22-10-2021,,,,,,,,
Data Engineer / Data Analyst - Multiple positions,Chinasoft International Technology Service (Hong Kong) Limited,Not Specified,,,Not Specified,"['3 years+ related experience', 'Cloud, BigQuery, Python, Jupyterhub, R, SQL', 'Exp in banking/financial industry is a plus']","['Responsibilities:', 'Develop, implement and maintain databases, support data processing system\xa0', 'Acquire data from primary or secondary data sources', 'Interpret data, analyse results and provide ongoing reports', 'Work with management to prioriti...",Entry,Not Specified,1,Full Time,Not Specified,/hk/en/job/data-engineer-data-analyst-multiple-positions-100003008826366,"Professional Services, Business Analysis / Data Analysis, Information Technology (IT), Software Development, Data Scientist",Information Technology,Data Scientist,10/19/2021,22-10-2021,,1,,,1,1,1,
Consulting - Data & Analytics - Data Strategy and Governance- Senior Manager - Hong Kong,EY,Not Specified,,,Not Specified,"['Data Strategy roadmap development', 'Data and Analytics Operating Model design', 'Lead the pursuit of new Data Strategy']","['Senior Manager - Data Strategy and Governance - Technology Consulting - Data and Analytics', 'The Opportunity', 'We are looking for a\xa0Data Strategist\xa0to join our Technology Consulting – Data and Analytics (DnA) team in our Hong Kong office.', '...",Senior,Not Specified,1,Full Time,Not Specified,/hk/en/job/consulting-data-analytics-data-strategy-and-governance-senior-manager-hong-kong-100003008835400,"Accounting, Others, Information Technology (IT), Data Scientist",Accounting/Audit/Tax Services,Data Scientist,10/22/2021,22-10-2021,,,1,,,,1,
Data Scientist - InsurTech,Michael Page,Not Specified,,,Not Specified,"['Machine Learning Models', 'Diverse Data Science Use Cases', 'MNC Culture']","['Our client is currently looking for seasoned data scientists with machine learning model experience or research experience to join the team to develop data solutions to enhance operation efficiency.', 'Client Details', 'Our client is an international I...",Middle,Degree,1,"Full Time, Permanent",http://www.michaelpage.com.hk,/hk/en/job/data-scientist-insurtech-100003008824214,"Information Technology (IT), Application Specialist - Software, Data Scientist",Human Resources Management/Consultancy,Data Scientist,10/19/2021,22-10-2021,,,,1,1,,,1
Data & Analytics Technology Manager,British-American Tobacco Co (HK) Limited,Not Specified,,,Not Specified,"['Fast-paced industry', 'Unlimited regional exposure', 'Exciting career growth opportunities']","['BAT is evolving at pace - truly like no other organisation.', 'To achieve the ambition, we have set for ourselves, we are looking for colleagues who are ready to live our ethos every day. Come be a part of this journey!', 'BAT is looking for a Data & A...",Senior,Not Specified,1,Full Time,Not Specified,/hk/en/job/data-analytics-technology-manager-100003008830612,"Information Technology (IT), Others",Others,Data Scientist,10/20/2021,22-10-2021,,,,,,,1,
Solution Analyst - BICC Big Data Platform and Data Engineering,Cathay Pacific Airways Limited,Not Specified,,,Not Specified,"['6 years of related IT experience', 'Subject matter technical competence', 'Travel Benefits, 5-day work, Medical Benefits']","['Reports to:\xa0Senior Solution Lead, Big Data Platform and Data Engineering', 'Department: Information Technology (IMT)', 'Role Introduction', 'This role, Solution Analyst, Big Data Platform and Data Engineering, is the analyst that understands the IT ...",Entry,Not Specified,1,"Full Time, Permanent",http://www.cathaypacific.com/careers,/hk/en/job/solution-analyst-bicc-big-data-platform-and-data-engineering-100003008832206,"Information Technology (IT), Application Specialist - Software, DBA, Others",Freight Forwarding/Delivery/Shipping,Data Scientist,10/21/2021,22-10-2021,,,1,,1,1,1,
Data Solution Architect,eCloudvalley Technology (HK) Limited,Not Specified,,,Not Specified,"['Working in most Innovative Cloud Technology', 'Excellent career development', ""Bachelor's degree in Computer Science, Engineering""]","['We Are Looking For Someone Who Is Passionate About', 'Expertise - Collaborate with our field sales, pre-sales, services teams, training and support teams to help customers architect AWS services in Analytics area, especially in data warehouse and data ...",Middle,Degree,5,"Full Time, Permanent",Not Specified,/hk/en/job/data-solution-architect-100003008829888,"Information Technology (IT), Product Management / Business Analyst, Technical Writing, Data Scientist",Information Technology,Data Scientist,10/20/2021,22-10-2021,,1,,,,,,
Data Analyst,Mainetti (HK) Limited,Not Specified,,,Not Specified,"['Data analytics and reporting', 'Data storage solutions and pipelines', 'Data designs, guidelines, frameworks and practices']","['We are looking for a highly-driven and motivated Data Analyst to join our friendly, professional and dedicated in IT Department based here in Hong Kong.\xa0', 'Key Responsibilities:\xa0', 'Work on data analytics, reporting and visualization to draw ins...",Entry,Non-Degree Tertiary,3,"Full Time, Permanent",Not Specified,/hk/en/job/data-analyst-100003008826970,"Professional Services, Business Analysis / Data Analysis, Information Technology (IT), Product Management / Business Analyst, Data Scientist",Manufacturing,Data Scientist,10/19/2021,22-10-2021,,,1,1,,,1,
"Business Analyst, Business Intelligence",Plaza Premium Group,Not Specified,,,Not Specified,"['5+ years as Data Analyst or BI Analyst/ Developer', 'Exposure to big data technology is a plus', 'Strong data analytical capability and mindset']","['Job Scope', 'Geographic Scope: Global', 'Transform data into insights that drive business value through the use of data analytics, data visualization and data modeling techniques and technologies.', 'Job Responsibilities', 'Be a subject matter expert i...",Entry,Not Specified,1,"Full Time, Permanent",http://www.plazapremiumgroup.com,/hk/en/job/business-analyst-business-intelligence-100003008838143,"Information Technology (IT), Product Management / Business Analyst",Hospitality/Catering,Data Scientist,10/22/2021,22-10-2021,,,1,1,,,1,
Senior Data Analyst,KOS International Limited,Not Specified,,['3180 4936'],Not Specified,"['6-8 years of experience', 'Real Estate/property', 'Attractive Package']","['About our client', 'Our client is a renowned local property developer. With the need for project development and digitalization, they are looking for a Senior Data Analyst', 'About the role', 'Responsible for ', 'ETL', ', data analysis, data modelling,...",Middle,School Certificate,1,"Full Time, Permanent",http://www.kos-intl.com,/hk/en/job/senior-data-analyst-100003008824490,"Information Technology (IT), DBA",Human Resources Management/Consultancy,Data Scientist,10/19/2021,22-10-2021,,1,1,1,1,,1,
Assistant Manager / Senior Associate (Forensic Technology and Data Analytics) – Advisory,Grant Thornton Hong Kong Limited,Not Specified,,,Not Specified,"['Degree holder in CS, IS, Engineering', '4+ / 2+ years exp relating to Forensic Technology', '5-day working week']","['Responsibilities:', 'Perform forensics technology and eDiscovery services including preserving, imaging and reviewing electronic data', 'Identify and capture anomalies and suspicious information within structured and unstructured data, visualize and pr...",Senior,Degree,2,"Full Time, Permanent",Not Specified,/hk/en/job/assistant-manager-senior-associate-forensic-technology-and-data-analytics-advisory-100003008831934,"Accounting, Consulting, Others, Information Technology (IT), IT Auditing",Accounting/Audit/Tax Services,Data Scientist,10/21/2021,22-10-2021,,,1,1,1,,1,
Graduate Data Architect,Langham Hall Hong Kong Limited,Not Specified,,,Not Specified,"['offer full training and support', 'stable and reliable working environment', 'chance to develop your skills']","['Role:', 'Position : Graduate Data Architect', 'Department: IT', 'Reporting to: Asia IT Manager (key stakeholders include Asia Director and Senior Management Team)', 'Existing members of IT Department: Business Architect, Application Architect and Techn...",Entry,Not Specified,1,"Full Time, Permanent",http://www.langhamhall.com,/hk/en/job/graduate-data-architect-100003008831269,"Information Technology (IT), Data Scientist",Accounting/Audit/Tax Services,Data Scientist,10/21/2021,22-10-2021,,,1,,,,,
Data Analytics Consultant (Alteryx),Velocity Business Solutions Limited,Not Specified,,,Not Specified,"['Manage, Work and Support client projects', 'Communicate project task deliverables', 'Engage, Support, Share and Assist the team']","['This position\xa0has responsibility for Data Analytics Solution Implementation & Delivery projects reporting to the Data Analytics Solutions Delivery Manager.', 'People & Business \xa0Responsibilities', 'Manage, Work and Support client projects', 'Comm...",Entry,Degree,2,Full Time,Not Specified,/hk/en/job/data-analytics-consultant-alteryx-100003008817982,"Information Technology (IT), Product Management / Business Analyst",Information Technology,Data Scientist,10/19/2021,22-10-2021,,1,1,1,,,1,
